mass_A
t	x	y
0.000000000E0	-4.126075304E-2	7.812208030E-1
1.000000000E-2	-4.010739871E-2	7.810154302E-1
2.000000000E-2	-3.886190108E-2	7.807594011E-1
3.000000000E-2	-3.616771284E-2	7.800572877E-1
4.000000000E-2	-3.430487129E-2	7.798491108E-1
5.000000000E-2	-3.207746167E-2	7.794995086E-1
6.000000000E-2	-2.910251015E-2	7.790404205E-1
7.000000000E-2	-2.673474451E-2	7.785162912E-1
8.000000000E-2	-2.377879833E-2	7.780468031E-1
9.000000000E-2	-2.113519149E-2	7.773680124E-1
1.000000000E-1	-1.845258903E-2	7.769020286E-1
1.100000000E-1	-1.489079503E-2	7.762633256E-1
1.200000000E-1	-1.185855522E-2	7.759123999E-1
1.300000000E-1	-8.216777402E-3	7.750393824E-1
1.400000000E-1	-4.936450231E-3	7.747332467E-1
1.500000000E-1	-1.285799100E-3	7.738039667E-1
1.600000000E-1	2.426096937E-3	7.734335081E-1
1.700000000E-1	6.435158252E-3	7.724046009E-1
1.800000000E-1	1.032068041E-2	7.718782061E-1
1.900000000E-1	1.447203747E-2	7.711079055E-1
2.000000000E-1	1.876615542E-2	7.702885475E-1
2.100000000E-1	2.277626076E-2	7.697395950E-1
2.200000000E-1	2.754041396E-2	7.686337867E-1
2.300000000E-1	3.176336900E-2	7.680659906E-1
2.400000000E-1	3.671721689E-2	7.672707199E-1
2.500000000E-1	4.139413236E-2	7.663270062E-1
2.600000000E-1	4.620559157E-2	7.657457749E-1
2.700000000E-1	5.144372088E-2	7.648176374E-1
2.800000000E-1	5.672767367E-2	7.637593767E-1
2.900000000E-1	6.191594290E-2	7.631601318E-1
3.000000000E-1	6.744248985E-2	7.622605011E-1
3.100000000E-1	7.289673403E-2	7.611227398E-1
3.200000000E-1	7.862648785E-2	7.601641698E-1
3.300000000E-1	8.446285863E-2	7.589418293E-1
3.400000000E-1	9.011791133E-2	7.582325099E-1
3.500000000E-1	9.636140669E-2	7.572213807E-1
3.600000000E-1	1.021911687E-1	7.560838654E-1
3.700000000E-1	1.084589655E-1	7.549692439E-1
3.800000000E-1	1.147925671E-1	7.536851134E-1
3.900000000E-1	1.215612987E-1	7.523469070E-1
4.000000000E-1	1.283344805E-1	7.509979305E-1
4.100000000E-1	1.347914966E-1	7.500662686E-1
4.200000000E-1	1.415354330E-1	7.496003532E-1
4.300000000E-1	1.491580354E-1	7.485334343E-1
4.400000000E-1	1.572986745E-1	7.461704784E-1
4.500000000E-1	1.642754273E-1	7.441996631E-1
4.600000000E-1	1.713983380E-1	7.428513627E-1
4.700000000E-1	1.790169645E-1	7.410945240E-1
4.800000000E-1	1.866664118E-1	7.394463194E-1
4.900000000E-1	1.944959674E-1	7.379275027E-1
5.000000000E-1	2.027341953E-1	7.358909628E-1
5.100000000E-1	2.107522272E-1	7.342981643E-1
5.200000000E-1	2.195471611E-1	7.320623596E-1
5.300000000E-1	2.278300605E-1	7.304103880E-1
5.400000000E-1	2.365865826E-1	7.281025584E-1
5.500000000E-1	2.451206794E-1	7.261194461E-1
5.600000000E-1	2.542372589E-1	7.241061943E-1
5.700000000E-1	2.634451158E-1	7.216415359E-1
5.800000000E-1	2.728551029E-1	7.192019875E-1
5.900000000E-1	2.823005230E-1	7.166100025E-1
6.000000000E-1	2.918638470E-1	7.141075973E-1
6.100000000E-1	3.016094503E-1	7.113656463E-1
6.200000000E-1	3.115263946E-1	7.087217921E-1
6.300000000E-1	3.212326507E-1	7.060981599E-1
6.400000000E-1	3.314091306E-1	7.032030533E-1
6.500000000E-1	3.419973167E-1	6.999108528E-1
6.600000000E-1	3.519427476E-1	6.985009160E-1
6.700000000E-1	3.646994904E-1	6.935986167E-1
6.800000000E-1	3.739786532E-1	6.900965467E-1
6.900000000E-1	3.853099401E-1	6.866647999E-1
7.000000000E-1	3.967817773E-1	6.831764073E-1
7.100000000E-1	4.085244323E-1	6.796572942E-1
7.200000000E-1	4.201687771E-1	6.762368231E-1
7.300000000E-1	4.323124855E-1	6.726415849E-1
7.400000000E-1	4.444235745E-1	6.688952560E-1
7.500000000E-1	4.566756744E-1	6.650469474E-1
7.600000000E-1	4.693842851E-1	6.611240792E-1
7.700000000E-1	4.818693401E-1	6.572211700E-1
7.800000000E-1	4.947431223E-1	6.530909356E-1
7.900000000E-1	5.080672151E-1	6.483096375E-1
8.000000000E-1	5.211179385E-1	6.437731259E-1
