mass_A
t	x	y
0.000000000E0	-4.135543125E-2	7.795725520E-1
1.000000000E-2	-4.119322457E-2	7.793427024E-1
2.000000000E-2	-4.060982133E-2	7.785620786E-1
3.000000000E-2	-4.014407475E-2	7.781196509E-1
4.000000000E-2	-3.990563196E-2	7.776947654E-1
5.000000000E-2	-3.928807054E-2	7.769130170E-1
6.000000000E-2	-3.852597844E-2	7.761262701E-1
7.000000000E-2	-3.778254887E-2	7.746034526E-1
8.000000000E-2	-3.690433724E-2	7.732386934E-1
9.000000000E-2	-3.588637789E-2	7.706139821E-1
1.000000000E-1	-3.426635341E-2	7.676916382E-1
1.100000000E-1	-3.231016034E-2	7.647307236E-1
1.200000000E-1	-2.938210895E-2	7.610446062E-1
1.300000000E-1	-2.648418995E-2	7.573548481E-1
1.400000000E-1	-2.314704531E-2	7.529831432E-1
1.500000000E-1	-1.913597671E-2	7.480804374E-1
1.600000000E-1	-1.493001384E-2	7.428987753E-1
1.700000000E-1	-9.953503395E-3	7.368875150E-1
1.800000000E-1	-5.307969023E-3	7.311619873E-1
1.900000000E-1	3.031584869E-5	7.245624235E-1
2.000000000E-1	6.139414539E-3	7.169946162E-1
2.100000000E-1	1.263750987E-2	7.095177207E-1
2.200000000E-1	1.925271138E-2	7.015985440E-1
2.300000000E-1	2.612674497E-2	6.936496259E-1
2.400000000E-1	3.373557924E-2	6.853147455E-1
2.500000000E-1	4.175860666E-2	6.762668689E-1
2.600000000E-1	5.005738732E-2	6.672243602E-1
2.700000000E-1	5.920130664E-2	6.573282667E-1
2.800000000E-1	6.830823289E-2	6.477833761E-1
2.900000000E-1	7.851490370E-2	6.374348785E-1
3.000000000E-1	8.893660716E-2	6.269350482E-1
3.100000000E-1	9.975959592E-2	6.164802308E-1
3.200000000E-1	1.115363377E-1	6.053020370E-1
3.300000000E-1	1.230992458E-1	5.942493257E-1
3.400000000E-1	1.354092438E-1	5.828757036E-1
3.500000000E-1	1.483431926E-1	5.711768381E-1
3.600000000E-1	1.626099408E-1	5.593106284E-1
3.700000000E-1	1.751247621E-1	5.474837653E-1
3.800000000E-1	1.884467195E-1	5.355545815E-1
3.900000000E-1	2.037959581E-1	5.218818736E-1
4.000000000E-1	2.183061352E-1	5.094653825E-1
4.100000000E-1	2.336207050E-1	4.964741246E-1
4.200000000E-1	2.491278104E-1	4.835961641E-1
4.300000000E-1	2.655375357E-1	4.693249859E-1
4.400000000E-1	2.817528567E-1	4.563416330E-1
4.500000000E-1	2.991420740E-1	4.424185893E-1
4.600000000E-1	3.161186793E-1	4.277186278E-1
4.700000000E-1	3.338886809E-1	4.130448325E-1
4.800000000E-1	3.517866721E-1	3.989921783E-1
4.900000000E-1	3.712702955E-1	3.824697517E-1
5.000000000E-1	3.890949038E-1	3.676644218E-1
5.100000000E-1	4.090809185E-1	3.532853926E-1
5.200000000E-1	4.298023600E-1	3.377690127E-1
5.300000000E-1	4.503235907E-1	3.236786782E-1
5.400000000E-1	4.723806636E-1	3.098169833E-1
5.500000000E-1	4.946387142E-1	2.951660746E-1
5.600000000E-1	5.169742963E-1	2.818461996E-1
5.700000000E-1	5.399233916E-1	2.688482978E-1
5.800000000E-1	5.632847348E-1	2.564453916E-1
5.900000000E-1	5.872720102E-1	2.419757411E-1
6.000000000E-1	6.120669835E-1	2.280473279E-1
6.100000000E-1	6.366772064E-1	2.147721062E-1
6.200000000E-1	6.617696844E-1	2.027548062E-1
6.300000000E-1	6.874675072E-1	1.897394203E-1
6.400000000E-1	7.141987819E-1	1.783820565E-1
6.500000000E-1	7.410373817E-1	1.666397476E-1
6.600000000E-1	7.681073059E-1	1.554286100E-1
6.700000000E-1	7.956276537E-1	1.447392528E-1
6.800000000E-1	8.229868550E-1	1.328713625E-1
6.900000000E-1	8.508364826E-1	1.214804457E-1
7.000000000E-1	8.795502683E-1	1.112234342E-1
7.100000000E-1	9.073164773E-1	1.018433733E-1
7.200000000E-1	9.360028909E-1	9.132824260E-2
7.300000000E-1	9.648469827E-1	8.131556635E-2
7.400000000E-1	9.951775364E-1	7.117230964E-2
7.500000000E-1	1.024365002E0	6.080431304E-2
7.600000000E-1	1.053418529E0	5.136157537E-2
7.700000000E-1	1.083686751E0	4.384570613E-2
7.800000000E-1	1.113757538E0	3.739518173E-2
7.900000000E-1	1.145569227E0	3.333626175E-2
8.000000000E-1	1.175218583E0	2.792152242E-2
8.100000000E-1	1.206002248E0	2.479453471E-2
8.200000000E-1	1.237457326E0	2.385102605E-2
8.300000000E-1	1.268597025E0	2.265630356E-2
8.400000000E-1	1.299526819E0	2.298922894E-2
8.500000000E-1	1.328723020E0	2.364847098E-2
