mass_A
t	x	y
0.000000000E0	-4.029334638E-2	7.802063120E-1
1.000000000E-2	-4.029334638E-2	7.802063120E-1
2.000000000E-2	-3.917133791E-2	7.789736786E-1
3.000000000E-2	-3.782606420E-2	7.770931148E-1
4.000000000E-2	-3.524897815E-2	7.740765839E-1
5.000000000E-2	-3.310278606E-2	7.704696517E-1
6.000000000E-2	-3.020804866E-2	7.661317473E-1
7.000000000E-2	-2.700687944E-2	7.620227119E-1
8.000000000E-2	-2.361141780E-2	7.574313964E-1
9.000000000E-2	-1.941091509E-2	7.526241380E-1
1.000000000E-1	-1.518717729E-2	7.473940758E-1
1.100000000E-1	-1.008630901E-2	7.412799927E-1
1.200000000E-1	-4.884871218E-3	7.347554860E-1
1.300000000E-1	6.198117466E-4	7.279783927E-1
1.400000000E-1	6.949019112E-3	7.203047398E-1
1.500000000E-1	1.363660603E-2	7.125867485E-1
1.600000000E-1	2.028855701E-2	7.045471159E-1
1.700000000E-1	2.734962181E-2	6.965493030E-1
1.800000000E-1	3.530707700E-2	6.879211584E-1
1.900000000E-1	4.338158527E-2	6.785884111E-1
2.000000000E-1	5.185522317E-2	6.690252503E-1
2.100000000E-1	6.123849025E-2	6.590606334E-1
2.200000000E-1	7.051965406E-2	6.494462698E-1
2.300000000E-1	8.083250301E-2	6.391190529E-1
2.400000000E-1	9.138162543E-2	6.286190412E-1
2.500000000E-1	1.021715201E-1	6.179728703E-1
2.600000000E-1	1.140160518E-1	6.067591437E-1
2.700000000E-1	1.260827115E-1	5.955753524E-1
2.800000000E-1	1.387436751E-1	5.836011699E-1
2.900000000E-1	1.510435183E-1	5.725533981E-1
3.000000000E-1	1.657254753E-1	5.597176845E-1
3.100000000E-1	1.783823309E-1	5.478400512E-1
3.200000000E-1	1.927479359E-1	5.352089362E-1
3.300000000E-1	2.077417796E-1	5.220916432E-1
3.400000000E-1	2.229473777E-1	5.090118681E-1
3.500000000E-1	2.384914555E-1	4.958998487E-1
3.600000000E-1	2.545499675E-1	4.827626531E-1
3.700000000E-1	2.709122316E-1	4.689135035E-1
3.800000000E-1	2.874062205E-1	4.549196966E-1
3.900000000E-1	3.048354472E-1	4.412427489E-1
4.000000000E-1	3.221608295E-1	4.268168657E-1
4.100000000E-1	3.404211783E-1	4.115423895E-1
4.200000000E-1	3.578866203E-1	3.979671406E-1
4.300000000E-1	3.770268459E-1	3.812322533E-1
4.400000000E-1	3.951940990E-1	3.665963174E-1
4.500000000E-1	4.153604225E-1	3.516561982E-1
4.600000000E-1	4.356237006E-1	3.373255562E-1
4.700000000E-1	4.564054543E-1	3.229668059E-1
4.800000000E-1	4.784482360E-1	3.088122534E-1
4.900000000E-1	5.007664980E-1	2.943451580E-1
5.000000000E-1	5.233258807E-1	2.810999114E-1
5.100000000E-1	5.470080273E-1	2.671504779E-1
5.200000000E-1	5.704332351E-1	2.539918210E-1
5.300000000E-1	5.939149176E-1	2.404761635E-1
5.400000000E-1	6.189937399E-1	2.266129110E-1
5.500000000E-1	6.441820559E-1	2.140482990E-1
5.600000000E-1	6.690907683E-1	2.016485303E-1
5.700000000E-1	6.952646537E-1	1.888002032E-1
5.800000000E-1	7.219431263E-1	1.774400975E-1
5.900000000E-1	7.479139590E-1	1.658284284E-1
6.000000000E-1	7.742239712E-1	1.548845170E-1
6.100000000E-1	8.032496859E-1	1.435331765E-1
6.200000000E-1	8.305296468E-1	1.316590334E-1
6.300000000E-1	8.585385504E-1	1.214136030E-1
6.400000000E-1	8.870629961E-1	1.110763646E-1
6.500000000E-1	9.156134500E-1	1.006482129E-1
6.600000000E-1	9.424367522E-1	9.154205442E-2
6.700000000E-1	9.736440415E-1	8.014635414E-2
6.800000000E-1	1.002846037E0	6.985454106E-2
6.900000000E-1	1.033020547E0	5.988353467E-2
7.000000000E-1	1.063333553E0	5.096203311E-2
7.100000000E-1	1.093266054E0	4.289629752E-2
7.200000000E-1	1.123750897E0	3.662294819E-2
7.300000000E-1	1.156151608E0	3.164949434E-2
7.400000000E-1	1.187078700E0	2.715633346E-2
7.500000000E-1	1.218821555E0	2.489971836E-2
7.600000000E-1	1.250310808E0	2.373902299E-2
7.700000000E-1	1.281917137E0	2.306437421E-2
7.800000000E-1	1.313916132E0	2.351894034E-2
7.900000000E-1	1.343751036E0	2.416587350E-2
