mass_A
t	x	y
0.000000000E0	-3.875817492E-2	7.756068308E-1
1.000000000E-2	-3.875817492E-2	7.756068308E-1
2.000000000E-2	-3.762616535E-2	7.742950949E-1
3.000000000E-2	-3.580450784E-2	7.722753937E-1
4.000000000E-2	-3.383123030E-2	7.685226366E-1
5.000000000E-2	-3.086125479E-2	7.647660543E-1
6.000000000E-2	-2.699296419E-2	7.601054873E-1
7.000000000E-2	-2.389138268E-2	7.565913758E-1
8.000000000E-2	-2.032564234E-2	7.516617813E-1
9.000000000E-2	-1.593602262E-2	7.462434078E-1
1.000000000E-1	-1.109268551E-2	7.397612289E-1
1.100000000E-1	-5.945683329E-3	7.332940244E-1
1.200000000E-1	-5.591708909E-4	7.264210950E-1
1.300000000E-1	5.074759857E-3	7.196001672E-1
1.400000000E-1	1.150576431E-2	7.119276638E-1
1.500000000E-1	1.814550197E-2	7.040988039E-1
1.600000000E-1	2.558151363E-2	6.953088756E-1
1.700000000E-1	3.322026857E-2	6.868352389E-1
1.800000000E-1	4.149691674E-2	6.780253760E-1
1.900000000E-1	4.967798246E-2	6.688899727E-1
2.000000000E-1	5.882324751E-2	6.591364370E-1
2.100000000E-1	6.805313109E-2	6.494177847E-1
2.200000000E-1	7.819583193E-2	6.390426737E-1
2.300000000E-1	8.880352405E-2	6.287126700E-1
2.400000000E-1	9.954165045E-2	6.183063089E-1
2.500000000E-1	1.112166148E-1	6.069938749E-1
2.600000000E-1	1.232365000E-1	5.957224831E-1
2.700000000E-1	1.351161853E-1	5.845995513E-1
2.800000000E-1	1.479632520E-1	5.729565947E-1
2.900000000E-1	1.621711394E-1	5.617217312E-1
3.000000000E-1	1.753286789E-1	5.485677640E-1
3.100000000E-1	1.889669589E-1	5.366050073E-1
3.200000000E-1	2.037375407E-1	5.239043056E-1
3.300000000E-1	2.188700834E-1	5.108751724E-1
3.400000000E-1	2.340088398E-1	4.980155676E-1
3.500000000E-1	2.503136522E-1	4.842259632E-1
3.600000000E-1	2.664265978E-1	4.710973354E-1
3.700000000E-1	2.833014975E-1	4.568383648E-1
3.800000000E-1	3.002871072E-1	4.424878214E-1
3.900000000E-1	3.173994218E-1	4.289641358E-1
4.000000000E-1	3.357254121E-1	4.140427164E-1
4.100000000E-1	3.532606902E-1	3.996172043E-1
4.200000000E-1	3.724761060E-1	3.841119076E-1
4.300000000E-1	3.908852158E-1	3.688098467E-1
4.400000000E-1	4.105180938E-1	3.539064950E-1
4.500000000E-1	4.307273577E-1	3.399678913E-1
4.600000000E-1	4.521066542E-1	3.247320559E-1
4.700000000E-1	4.736298725E-1	3.113784337E-1
4.800000000E-1	4.959642787E-1	2.975269738E-1
4.900000000E-1	5.186721250E-1	2.838382898E-1
5.000000000E-1	5.413447463E-1	2.706042249E-1
5.100000000E-1	5.638695571E-1	2.598518583E-1
5.200000000E-1	5.876879561E-1	2.442765135E-1
5.300000000E-1	6.122405048E-1	2.313531440E-1
5.400000000E-1	6.373704939E-1	2.176769278E-1
5.500000000E-1	6.624223501E-1	2.057719790E-1
5.600000000E-1	6.883109049E-1	1.937411017E-1
5.700000000E-1	7.147092905E-1	1.814577909E-1
5.800000000E-1	7.416267804E-1	1.696803830E-1
5.900000000E-1	7.690253223E-1	1.581694191E-1
6.000000000E-1	7.958642107E-1	1.479894580E-1
6.100000000E-1	8.234735084E-1	1.365031397E-1
6.200000000E-1	8.514730544E-1	1.255764275E-1
6.300000000E-1	8.799092681E-1	1.151329628E-1
6.400000000E-1	9.080633844E-1	1.044477994E-1
6.500000000E-1	9.361685266E-1	9.514477591E-2
6.600000000E-1	9.655383008E-1	8.414044422E-2
6.700000000E-1	9.949301483E-1	7.481957335E-2
6.800000000E-1	1.024326818E0	6.468585030E-2
6.900000000E-1	1.054036958E0	5.576325063E-2
7.000000000E-1	1.085071264E0	4.726851943E-2
7.100000000E-1	1.114863778E0	4.063130270E-2
7.200000000E-1	1.147796619E0	3.602783517E-2
7.300000000E-1	1.177986621E0	3.112983951E-2
7.400000000E-1	1.208705231E0	2.823132768E-2
7.500000000E-1	1.239615020E0	2.694617743E-2
7.600000000E-1	1.270808303E0	2.639618282E-2
7.700000000E-1	1.301561713E0	2.625101370E-2
7.800000000E-1	1.338595130E0	2.555358137E-2
