mass_A
t	x	y
1.000000000E-2	-3.915143571E-2	7.791347781E-1
2.000000000E-2	-3.820945901E-2	7.786003596E-1
3.000000000E-2	-3.634792121E-2	7.778960590E-1
4.000000000E-2	-3.400204456E-2	7.766211026E-1
5.000000000E-2	-3.120123253E-2	7.753127019E-1
6.000000000E-2	-2.790217484E-2	7.738396367E-1
7.000000000E-2	-2.440217214E-2	7.725347026E-1
8.000000000E-2	-2.073599241E-2	7.708896028E-1
9.000000000E-2	-1.668754177E-2	7.689964244E-1
1.000000000E-1	-1.271813162E-2	7.672144619E-1
1.100000000E-1	-8.219523456E-3	7.650667816E-1
1.200000000E-1	-3.614352504E-3	7.627125152E-1
1.300000000E-1	1.050411552E-3	7.602536020E-1
1.400000000E-1	6.396231089E-3	7.579452215E-1
1.500000000E-1	1.197806285E-2	7.553768338E-1
1.600000000E-1	1.753950594E-2	7.524563792E-1
1.700000000E-1	2.392383992E-2	7.493140414E-1
1.800000000E-1	3.024075237E-2	7.462561946E-1
1.900000000E-1	3.717150733E-2	7.427493454E-1
2.000000000E-1	4.414071033E-2	7.391281702E-1
2.100000000E-1	5.154511109E-2	7.348383302E-1
2.200000000E-1	5.867102993E-2	7.309374029E-1
2.300000000E-1	6.627062170E-2	7.268397103E-1
2.400000000E-1	7.440126408E-2	7.220838353E-1
2.500000000E-1	8.229914464E-2	7.177071340E-1
2.600000000E-1	9.115935278E-2	7.126030355E-1
2.700000000E-1	1.003282481E-1	7.073585438E-1
2.800000000E-1	1.096571031E-1	7.020829166E-1
2.900000000E-1	1.191288476E-1	6.968231108E-1
3.000000000E-1	1.293158959E-1	6.908201414E-1
3.100000000E-1	1.390013573E-1	6.851879552E-1
3.200000000E-1	1.489349575E-1	6.798554069E-1
3.300000000E-1	1.615856782E-1	6.733302148E-1
3.400000000E-1	1.721518064E-1	6.660919390E-1
3.500000000E-1	1.833409563E-1	6.592752828E-1
3.600000000E-1	1.950829379E-1	6.524426534E-1
3.700000000E-1	2.073092040E-1	6.453759604E-1
3.800000000E-1	2.193847618E-1	6.381303510E-1
3.900000000E-1	2.325259103E-1	6.306208974E-1
4.000000000E-1	2.458180262E-1	6.229974928E-1
4.100000000E-1	2.587140812E-1	6.155139522E-1
4.200000000E-1	2.730028122E-1	6.071297896E-1
4.300000000E-1	2.868977706E-1	5.992289688E-1
4.400000000E-1	3.010148635E-1	5.911120448E-1
4.500000000E-1	3.157973407E-1	5.823811031E-1
4.600000000E-1	3.302433966E-1	5.741000561E-1
4.700000000E-1	3.455553537E-1	5.649947947E-1
4.800000000E-1	3.624053262E-1	5.562879034E-1
4.900000000E-1	3.770059140E-1	5.464359162E-1
5.000000000E-1	3.932112700E-1	5.371095373E-1
5.100000000E-1	4.101892734E-1	5.273949989E-1
5.200000000E-1	4.272271262E-1	5.179097576E-1
5.300000000E-1	4.443113935E-1	5.084499481E-1
5.400000000E-1	4.619627335E-1	4.986421989E-1
5.500000000E-1	4.799751833E-1	4.880300153E-1
5.600000000E-1	4.984738132E-1	4.779011849E-1
5.700000000E-1	5.169747853E-1	4.676971649E-1
5.800000000E-1	5.356784666E-1	4.567778897E-1
5.900000000E-1	5.548091002E-1	4.452730025E-1
6.000000000E-1	5.746826030E-1	4.345124535E-1
6.100000000E-1	5.937528205E-1	4.229401326E-1
6.200000000E-1	6.133148664E-1	4.097892281E-1
6.300000000E-1	6.328759543E-1	3.976103161E-1
6.400000000E-1	6.535185260E-1	3.857381242E-1
6.500000000E-1	6.743666730E-1	3.732367663E-1
6.600000000E-1	6.950553274E-1	3.602681765E-1
6.700000000E-1	7.162980865E-1	3.483232976E-1
6.800000000E-1	7.383218666E-1	3.353353584E-1
6.900000000E-1	7.599750856E-1	3.242020914E-1
7.000000000E-1	7.822341769E-1	3.105278678E-1
7.100000000E-1	8.056075371E-1	2.966614674E-1
7.200000000E-1	8.280544519E-1	2.843866401E-1
7.300000000E-1	8.519184475E-1	2.707269705E-1
7.400000000E-1	8.747335203E-1	2.570917685E-1
7.500000000E-1	8.988971167E-1	2.439792570E-1
7.600000000E-1	9.231257921E-1	2.300014087E-1
7.700000000E-1	9.473644173E-1	2.165188916E-1
7.800000000E-1	9.730243412E-1	2.024048179E-1
7.900000000E-1	9.963837451E-1	1.887216824E-1
8.000000000E-1	1.021561829E0	1.744720399E-1
8.100000000E-1	1.046947887E0	1.592044107E-1
8.200000000E-1	1.072313701E0	1.450673017E-1
8.300000000E-1	1.098315411E0	1.314117619E-1
8.400000000E-1	1.124699936E0	1.176699464E-1
8.500000000E-1	1.152194443E0	1.045835981E-1
8.600000000E-1	1.179025105E0	9.130427714E-2
8.700000000E-1	1.206592555E0	7.821337579E-2
8.800000000E-1	1.234158108E0	6.504122658E-2
8.900000000E-1	1.263292492E0	5.234577889E-2
9.000000000E-1	1.292010618E0	3.912259939E-2
9.100000000E-1	1.320082877E0	2.759643267E-2
