mass_A
t	x	y
0.000000000E0	-4.688559256E-2	7.814115276E-1
1.000000000E-2	-4.676998965E-2	7.813521145E-1
2.000000000E-2	-4.647241386E-2	7.812704036E-1
3.000000000E-2	-4.548599256E-2	7.806539489E-1
4.000000000E-2	-4.507479999E-2	7.803274550E-1
5.000000000E-2	-4.482165693E-2	7.797951776E-1
6.000000000E-2	-4.285852077E-2	7.790932657E-1
7.000000000E-2	-4.203989820E-2	7.782689796E-1
8.000000000E-2	-3.952183745E-2	7.770195434E-1
9.000000000E-2	-3.688542194E-2	7.757136308E-1
1.000000000E-1	-3.399053022E-2	7.744020904E-1
1.100000000E-1	-3.088838865E-2	7.731513743E-1
1.200000000E-1	-2.682523981E-2	7.714026080E-1
1.300000000E-1	-2.327208833E-2	7.694643179E-1
1.400000000E-1	-1.896932186E-2	7.674643650E-1
1.500000000E-1	-1.486307261E-2	7.654763820E-1
1.600000000E-1	-1.014881319E-2	7.631927848E-1
1.700000000E-1	-5.106351909E-3	7.606650726E-1
1.800000000E-1	2.796555572E-4	7.580215487E-1
1.900000000E-1	5.750650460E-3	7.552882654E-1
2.000000000E-1	1.132527481E-2	7.524531159E-1
2.100000000E-1	1.765837262E-2	7.490628396E-1
2.200000000E-1	2.392154996E-2	7.459505169E-1
2.300000000E-1	3.082032714E-2	7.424788668E-1
2.400000000E-1	3.775523003E-2	7.388044528E-1
2.500000000E-1	4.498076777E-2	7.345481530E-1
2.600000000E-1	5.217150932E-2	7.306373119E-1
2.700000000E-1	5.981776218E-2	7.265446751E-1
2.800000000E-1	6.811606385E-2	7.217941435E-1
2.900000000E-1	7.597945194E-2	7.173512471E-1
3.000000000E-1	8.481460188E-2	7.122091305E-1
3.100000000E-1	9.392183253E-2	7.069939892E-1
3.200000000E-1	1.031363541E-1	7.017169741E-1
3.300000000E-1	1.125549748E-1	6.964633227E-1
3.400000000E-1	1.221197261E-1	6.910402008E-1
3.500000000E-1	1.325058183E-1	6.849521186E-1
3.600000000E-1	1.425886766E-1	6.797963465E-1
3.700000000E-1	1.550472937E-1	6.728573081E-1
3.800000000E-1	1.651491556E-1	6.661914218E-1
3.900000000E-1	1.763015617E-1	6.599794361E-1
4.000000000E-1	1.877912084E-1	6.529835627E-1
4.100000000E-1	2.000611016E-1	6.457857941E-1
4.200000000E-1	2.127105139E-1	6.383184702E-1
4.300000000E-1	2.252420029E-1	6.310581108E-1
4.400000000E-1	2.386677586E-1	6.234673995E-1
4.500000000E-1	2.521958452E-1	6.157326956E-1
4.600000000E-1	2.657937781E-1	6.078803451E-1
4.700000000E-1	2.798264202E-1	5.998461980E-1
4.800000000E-1	2.945173376E-1	5.915121983E-1
4.900000000E-1	3.088424720E-1	5.829941225E-1
5.000000000E-1	3.241477486E-1	5.739426186E-1
5.100000000E-1	3.394182447E-1	5.652118628E-1
5.200000000E-1	3.554668195E-1	5.569035118E-1
5.300000000E-1	3.704345813E-1	5.467544026E-1
5.400000000E-1	3.869679874E-1	5.373230191E-1
5.500000000E-1	4.033829509E-1	5.277370632E-1
5.600000000E-1	4.205783413E-1	5.180698793E-1
5.700000000E-1	4.377834168E-1	5.083690180E-1
5.800000000E-1	4.556913191E-1	4.985889086E-1
5.900000000E-1	4.735694433E-1	4.881868369E-1
6.000000000E-1	4.911729080E-1	4.783453363E-1
6.100000000E-1	5.096046586E-1	4.678717706E-1
6.200000000E-1	5.288867396E-1	4.570684105E-1
6.300000000E-1	5.473711457E-1	4.461417725E-1
6.400000000E-1	5.672904225E-1	4.345110687E-1
6.500000000E-1	5.862293678E-1	4.227957681E-1
6.600000000E-1	6.056292943E-1	4.107562599E-1
6.700000000E-1	6.251253467E-1	3.983677394E-1
6.800000000E-1	6.458756720E-1	3.859470181E-1
6.900000000E-1	6.662380208E-1	3.739403232E-1
7.000000000E-1	6.872462955E-1	3.611752786E-1
7.100000000E-1	7.089456486E-1	3.483124431E-1
7.200000000E-1	7.305150854E-1	3.360995019E-1
7.300000000E-1	7.518673174E-1	3.246487134E-1
7.400000000E-1	7.751872645E-1	3.105122758E-1
7.500000000E-1	7.980590597E-1	2.976800868E-1
7.600000000E-1	8.207489472E-1	2.843318162E-1
7.700000000E-1	8.439370938E-1	2.711218628E-1
7.800000000E-1	8.675786170E-1	2.578962330E-1
7.900000000E-1	8.916238760E-1	2.440210178E-1
8.000000000E-1	9.157302020E-1	2.309163453E-1
8.100000000E-1	9.399122905E-1	2.171760953E-1
8.200000000E-1	9.658081125E-1	2.029880113E-1
8.300000000E-1	9.887887373E-1	1.899388803E-1
8.400000000E-1	1.013878300E0	1.747526475E-1
8.500000000E-1	1.038561545E0	1.600150792E-1
8.600000000E-1	1.064455800E0	1.461520877E-1
8.700000000E-1	1.089956063E0	1.323075778E-1
8.800000000E-1	1.116704215E0	1.185107851E-1
8.900000000E-1	1.143242590E0	1.063376653E-1
9.000000000E-1	1.171050466E0	9.231209041E-2
9.100000000E-1	1.198531042E0	7.923772911E-2
9.200000000E-1	1.226386276E0	6.633491000E-2
9.300000000E-1	1.255186035E0	5.323019112E-2
9.400000000E-1	1.284566073E0	4.080931292E-2
9.500000000E-1	1.311845394E0	2.860446353E-2
