mass_A
t	x	y
0.000000000E0	-4.782139273E-2	7.817167854E-1
1.000000000E-2	-4.772673932E-2	7.817033474E-1
2.000000000E-2	-4.741398371E-2	7.816703842E-1
3.000000000E-2	-4.704267695E-2	7.813536504E-1
4.000000000E-2	-4.655409491E-2	7.813402192E-1
5.000000000E-2	-4.510101886E-2	7.808128460E-1
6.000000000E-2	-4.420876549E-2	7.801847825E-1
7.000000000E-2	-4.176808248E-2	7.791612720E-1
8.000000000E-2	-3.931877541E-2	7.784294295E-1
9.000000000E-2	-3.714586305E-2	7.769378507E-1
1.000000000E-1	-3.436327967E-2	7.754679371E-1
1.100000000E-1	-3.128931406E-2	7.737879797E-1
1.200000000E-1	-2.801131032E-2	7.724250299E-1
1.300000000E-1	-2.447267299E-2	7.708395733E-1
1.400000000E-1	-2.032033188E-2	7.689458454E-1
1.500000000E-1	-1.635581932E-2	7.671379820E-1
1.600000000E-1	-1.176555824E-2	7.649903121E-1
1.700000000E-1	-6.977980476E-3	7.625795128E-1
1.800000000E-1	-1.840176737E-3	7.599921609E-1
1.900000000E-1	3.499033806E-3	7.572645734E-1
2.000000000E-1	8.965362279E-3	7.544581875E-1
2.100000000E-1	1.485950207E-2	7.514905365E-1
2.200000000E-1	2.132346935E-2	7.481352285E-1
2.300000000E-1	2.740599355E-2	7.451951793E-1
2.400000000E-1	3.427196311E-2	7.414727338E-1
2.500000000E-1	4.144797389E-2	7.378607898E-1
2.600000000E-1	4.875083682E-2	7.335305123E-1
2.700000000E-1	5.611615180E-2	7.295879250E-1
2.800000000E-1	6.389166005E-2	7.252869280E-1
2.900000000E-1	7.252745577E-2	7.204268233E-1
3.000000000E-1	8.104125053E-2	7.158272477E-1
3.100000000E-1	8.927768873E-2	7.111783151E-1
3.200000000E-1	9.813747848E-2	7.059872014E-1
3.300000000E-1	1.074067152E-1	7.008013565E-1
3.400000000E-1	1.175443763E-1	6.950358983E-1
3.500000000E-1	1.274665896E-1	6.890543804E-1
3.600000000E-1	1.380760855E-1	6.827973595E-1
3.700000000E-1	1.481709024E-1	6.780862899E-1
3.800000000E-1	1.604658955E-1	6.705805801E-1
3.900000000E-1	1.707076759E-1	6.642716060E-1
4.000000000E-1	1.819033539E-1	6.575111566E-1
4.100000000E-1	1.941960535E-1	6.503496493E-1
4.200000000E-1	2.059645668E-1	6.433050122E-1
4.300000000E-1	2.186101665E-1	6.358952151E-1
4.400000000E-1	2.316687963E-1	6.282767039E-1
4.500000000E-1	2.450801498E-1	6.204982512E-1
4.600000000E-1	2.585856836E-1	6.125778329E-1
4.700000000E-1	2.723562157E-1	6.044353652E-1
4.800000000E-1	2.861126986E-1	5.966277089E-1
4.900000000E-1	3.009351465E-1	5.876087781E-1
5.000000000E-1	3.156100618E-1	5.793765707E-1
5.100000000E-1	3.306759987E-1	5.706315096E-1
5.200000000E-1	3.458237747E-1	5.615764766E-1
5.300000000E-1	3.631046001E-1	5.521598131E-1
5.400000000E-1	3.774961962E-1	5.429270065E-1
5.500000000E-1	3.936180949E-1	5.337522772E-1
5.600000000E-1	4.103983065E-1	5.240522357E-1
5.700000000E-1	4.273938194E-1	5.143158297E-1
5.800000000E-1	4.450740319E-1	5.045115406E-1
5.900000000E-1	4.622607532E-1	4.949003210E-1
6.000000000E-1	4.799997022E-1	4.844156368E-1
6.100000000E-1	4.982923126E-1	4.738311507E-1
6.200000000E-1	5.169167588E-1	4.636411024E-1
6.300000000E-1	5.356111678E-1	4.532476267E-1
6.400000000E-1	5.542698055E-1	4.421900551E-1
6.500000000E-1	5.743606040E-1	4.299855771E-1
6.600000000E-1	5.937499138E-1	4.182802895E-1
6.700000000E-1	6.133821877E-1	4.059470402E-1
6.800000000E-1	6.335182329E-1	3.931783044E-1
6.900000000E-1	6.538950553E-1	3.817039242E-1
7.000000000E-1	6.745907944E-1	3.696024013E-1
7.100000000E-1	6.954430724E-1	3.563562489E-1
7.200000000E-1	7.167413182E-1	3.437381312E-1
7.300000000E-1	7.380924818E-1	3.312421008E-1
7.400000000E-1	7.610642629E-1	3.195645750E-1
7.500000000E-1	7.832947327E-1	3.068413398E-1
7.600000000E-1	8.064105494E-1	2.937874462E-1
7.700000000E-1	8.292755839E-1	2.798501526E-1
7.800000000E-1	8.518426379E-1	2.663880139E-1
7.900000000E-1	8.754078678E-1	2.533406667E-1
8.000000000E-1	8.994415512E-1	2.407025883E-1
8.100000000E-1	9.235716385E-1	2.270477230E-1
8.200000000E-1	9.474190621E-1	2.134019141E-1
8.300000000E-1	9.724170697E-1	1.990635930E-1
8.400000000E-1	9.974254856E-1	1.844969611E-1
8.500000000E-1	1.022037276E0	1.700277455E-1
8.600000000E-1	1.047413120E0	1.557319108E-1
8.700000000E-1	1.072569873E0	1.414206477E-1
8.800000000E-1	1.099620978E0	1.272824184E-1
8.900000000E-1	1.125179927E0	1.141659445E-1
9.000000000E-1	1.153881912E0	1.013890160E-1
9.100000000E-1	1.180462470E0	8.696979435E-2
9.200000000E-1	1.207183090E0	7.465945330E-2
9.300000000E-1	1.236236426E0	6.083145718E-2
9.400000000E-1	1.264180584E0	4.885868971E-2
9.500000000E-1	1.293265618E0	3.606448420E-2
9.600000000E-1	1.323164636E0	2.326580489E-2
