mass_A
t	x	y
1.000000000E-2	-4.365228186E-2	7.784265235E-1
2.000000000E-2	-4.318888956E-2	7.783835809E-1
3.000000000E-2	-4.276913509E-2	7.778955863E-1
4.000000000E-2	-4.070690610E-2	7.773592661E-1
5.000000000E-2	-3.829183899E-2	7.760782025E-1
6.000000000E-2	-3.573518484E-2	7.748550073E-1
7.000000000E-2	-3.272843712E-2	7.735890057E-1
8.000000000E-2	-2.957918779E-2	7.718529689E-1
9.000000000E-2	-2.627530306E-2	7.705759501E-1
1.000000000E-1	-2.218721249E-2	7.686370606E-1
1.100000000E-1	-1.860232296E-2	7.665979505E-1
1.200000000E-1	-1.423199831E-2	7.644863118E-1
1.300000000E-1	-9.549153827E-3	7.621224273E-1
1.400000000E-1	-4.884968766E-3	7.595855358E-1
1.500000000E-1	5.364169362E-4	7.572471701E-1
1.600000000E-1	6.058900222E-3	7.546547666E-1
1.700000000E-1	1.165396249E-2	7.517947672E-1
1.800000000E-1	1.795769209E-2	7.486253124E-1
1.900000000E-1	2.410723129E-2	7.454998349E-1
2.000000000E-1	3.094898528E-2	7.420721752E-1
2.100000000E-1	3.777610559E-2	7.385860440E-1
2.200000000E-1	4.499850413E-2	7.343380671E-1
2.300000000E-1	5.215386338E-2	7.303269828E-1
2.400000000E-1	5.988052363E-2	7.262443834E-1
2.500000000E-1	6.809438948E-2	7.214567936E-1
2.600000000E-1	7.599571719E-2	7.170633722E-1
2.700000000E-1	8.479421004E-2	7.120203690E-1
2.800000000E-1	9.378987341E-2	7.069136474E-1
2.900000000E-1	1.029540536E-1	7.016691616E-1
3.000000000E-1	1.123310366E-1	6.963163699E-1
3.100000000E-1	1.219053832E-1	6.908586685E-1
3.200000000E-1	1.322748870E-1	6.847695639E-1
3.300000000E-1	1.422276689E-1	6.791342712E-1
3.400000000E-1	1.543439566E-1	6.734516500E-1
3.500000000E-1	1.647952546E-1	6.662407315E-1
3.600000000E-1	1.758783363E-1	6.599668809E-1
3.700000000E-1	1.873059247E-1	6.529701391E-1
3.800000000E-1	1.996140874E-1	6.457010295E-1
3.900000000E-1	2.120683741E-1	6.382659824E-1
4.000000000E-1	2.244359670E-1	6.313249471E-1
4.100000000E-1	2.373941822E-1	6.236077000E-1
4.200000000E-1	2.508987827E-1	6.155005012E-1
4.300000000E-1	2.646135692E-1	6.077051404E-1
4.400000000E-1	2.784365865E-1	5.996179036E-1
4.500000000E-1	2.924391237E-1	5.919159486E-1
4.600000000E-1	3.073993951E-1	5.828763058E-1
4.700000000E-1	3.226314156E-1	5.743285262E-1
4.800000000E-1	3.370171187E-1	5.658467156E-1
4.900000000E-1	3.518264552E-1	5.575990630E-1
5.000000000E-1	3.682601034E-1	5.474534254E-1
5.100000000E-1	3.847690433E-1	5.375985963E-1
5.200000000E-1	4.011217073E-1	5.283280503E-1
5.300000000E-1	4.176173756E-1	5.185355895E-1
5.400000000E-1	4.352551705E-1	5.088837702E-1
5.500000000E-1	4.524957837E-1	4.992993869E-1
5.600000000E-1	4.703428935E-1	4.890960449E-1
5.700000000E-1	4.884639250E-1	4.786410432E-1
5.800000000E-1	5.069988870E-1	4.682176863E-1
5.900000000E-1	5.256687032E-1	4.579162334E-1
6.000000000E-1	5.441718231E-1	4.471916774E-1
6.100000000E-1	5.648824889E-1	4.357270282E-1
6.200000000E-1	5.829338420E-1	4.237319625E-1
6.300000000E-1	6.021567770E-1	4.120047499E-1
6.400000000E-1	6.221870010E-1	3.992118642E-1
6.500000000E-1	6.423868762E-1	3.873151205E-1
6.600000000E-1	6.625770479E-1	3.755118132E-1
6.700000000E-1	6.834927938E-1	3.626206080E-1
6.800000000E-1	7.048675951E-1	3.497972672E-1
6.900000000E-1	7.265519491E-1	3.379894047E-1
7.000000000E-1	7.484725225E-1	3.250793906E-1
7.100000000E-1	7.717338159E-1	3.119470760E-1
7.200000000E-1	7.942650719E-1	3.003563039E-1
7.300000000E-1	8.170570764E-1	2.870587181E-1
7.400000000E-1	8.400144263E-1	2.727943054E-1
7.500000000E-1	8.631792264E-1	2.587121437E-1
7.600000000E-1	8.871528327E-1	2.454762794E-1
7.700000000E-1	9.111292719E-1	2.334379803E-1
7.800000000E-1	9.365546523E-1	2.199058886E-1
7.900000000E-1	9.609613254E-1	2.059473162E-1
8.000000000E-1	9.850459757E-1	1.911513567E-1
8.100000000E-1	1.009176729E0	1.758595524E-1
8.200000000E-1	1.034603286E0	1.620931177E-1
8.300000000E-1	1.060095618E0	1.477574381E-1
8.400000000E-1	1.085642642E0	1.331220270E-1
8.500000000E-1	1.112385643E0	1.195615236E-1
8.600000000E-1	1.139169817E0	1.061429246E-1
8.700000000E-1	1.166329921E0	9.295311606E-2
8.800000000E-1	1.193437170E0	7.975204015E-2
8.900000000E-1	1.221609011E0	6.690850436E-2
9.000000000E-1	1.249740839E0	5.375943701E-2
9.100000000E-1	1.279285922E0	4.101975906E-2
9.200000000E-1	1.307035049E0	2.914819237E-2
9.300000000E-1	1.333828789E0	1.766523628E-2
