mass_A
t	x	y
1.000000000E-2	-4.943339240E-2	7.813423543E-1
2.000000000E-2	-4.903101235E-2	7.812680294E-1
3.000000000E-2	-4.845243265E-2	7.807631076E-1
4.000000000E-2	-4.646876122E-2	7.802563007E-1
5.000000000E-2	-4.409353270E-2	7.790889285E-1
6.000000000E-2	-4.167928791E-2	7.778237365E-1
7.000000000E-2	-3.892089529E-2	7.764874523E-1
8.000000000E-2	-3.606151768E-2	7.750858540E-1
9.000000000E-2	-3.288140515E-2	7.733370832E-1
1.000000000E-1	-2.949371257E-2	7.719963673E-1
1.100000000E-1	-2.552719085E-2	7.702055297E-1
1.200000000E-1	-2.170422883E-2	7.682666475E-1
1.300000000E-1	-1.722464102E-2	7.661251941E-1
1.400000000E-1	-1.252354793E-2	7.637167774E-1
1.500000000E-1	-7.413452579E-3	7.611921882E-1
1.600000000E-1	-2.030467138E-3	7.583963565E-1
1.700000000E-1	3.413321611E-3	7.555595208E-1
1.800000000E-1	9.112214986E-3	7.527733276E-1
1.900000000E-1	1.507411208E-2	7.495460666E-1
2.000000000E-1	2.165842464E-2	7.463315951E-1
2.100000000E-1	2.805252376E-2	7.430484556E-1
2.200000000E-1	3.499584777E-2	7.397427189E-1
2.300000000E-1	4.235027519E-2	7.357343916E-1
2.400000000E-1	4.963641134E-2	7.318413736E-1
2.500000000E-1	5.740947754E-2	7.275696884E-1
2.600000000E-1	6.595423925E-2	7.228284245E-1
2.700000000E-1	7.470353017E-2	7.182555486E-1
2.800000000E-1	8.301150686E-2	7.135898880E-1
2.900000000E-1	9.188981301E-2	7.085166734E-1
3.000000000E-1	1.011043032E-1	7.033325375E-1
3.100000000E-1	1.106016677E-1	6.980534657E-1
3.200000000E-1	1.207771181E-1	6.920783312E-1
3.300000000E-1	1.310429904E-1	6.862232559E-1
3.400000000E-1	1.414681940E-1	6.803702056E-1
3.500000000E-1	1.532794671E-1	6.746857399E-1
3.600000000E-1	1.641228426E-1	6.670225073E-1
3.700000000E-1	1.752866090E-1	6.606469987E-1
3.800000000E-1	1.868507809E-1	6.537803318E-1
3.900000000E-1	1.994625259E-1	6.462667417E-1
4.000000000E-1	2.116317304E-1	6.392167614E-1
4.100000000E-1	2.246607602E-1	6.318847185E-1
4.200000000E-1	2.379745925E-1	6.241922308E-1
4.300000000E-1	2.514052776E-1	6.162354127E-1
4.400000000E-1	2.654765992E-1	6.082763853E-1
4.500000000E-1	2.791085011E-1	6.004602455E-1
4.600000000E-1	2.933454195E-1	5.923336683E-1
4.700000000E-1	3.081441639E-1	5.836379188E-1
4.800000000E-1	3.237102863E-1	5.746931389E-1
4.900000000E-1	3.383218162E-1	5.663075455E-1
5.000000000E-1	3.542483584E-1	5.580774226E-1
5.100000000E-1	3.697045680E-1	5.478166769E-1
5.200000000E-1	3.866143230E-1	5.379554052E-1
5.300000000E-1	4.029731728E-1	5.288235237E-1
5.400000000E-1	4.198449048E-1	5.194215472E-1
5.500000000E-1	4.373126319E-1	5.093906804E-1
5.600000000E-1	4.546780685E-1	5.000396367E-1
5.700000000E-1	4.727706640E-1	4.898984666E-1
5.800000000E-1	4.910944012E-1	4.794613092E-1
5.900000000E-1	5.094221443E-1	4.685689435E-1
6.000000000E-1	5.283436620E-1	4.586178609E-1
6.100000000E-1	5.474389982E-1	4.482050834E-1
6.200000000E-1	5.681265122E-1	4.369927549E-1
6.300000000E-1	5.864407456E-1	4.238490613E-1
6.400000000E-1	6.058430669E-1	4.118528831E-1
6.500000000E-1	6.258051382E-1	3.997141509E-1
6.600000000E-1	6.462198545E-1	3.873163770E-1
6.700000000E-1	6.667813306E-1	3.753415883E-1
6.800000000E-1	6.881485859E-1	3.625752999E-1
6.900000000E-1	7.091929678E-1	3.494835107E-1
7.000000000E-1	7.309324126E-1	3.374140686E-1
7.100000000E-1	7.526777071E-1	3.254580902E-1
7.200000000E-1	7.747371128E-1	3.121952437E-1
7.300000000E-1	7.983984972E-1	3.000045809E-1
7.400000000E-1	8.214284603E-1	2.868263972E-1
7.500000000E-1	8.444519374E-1	2.724990123E-1
7.600000000E-1	8.677637193E-1	2.595216402E-1
7.700000000E-1	8.912836524E-1	2.464528726E-1
7.800000000E-1	9.156672115E-1	2.333364011E-1
7.900000000E-1	9.409633349E-1	2.191657251E-1
8.000000000E-1	9.662823797E-1	2.051500622E-1
8.100000000E-1	9.897155349E-1	1.915672690E-1
8.200000000E-1	1.015006452E0	1.762801274E-1
8.300000000E-1	1.039757678E0	1.614947241E-1
8.400000000E-1	1.065335421E0	1.473539245E-1
8.500000000E-1	1.091995338E0	1.335288286E-1
8.600000000E-1	1.118915285E0	1.189473746E-1
8.700000000E-1	1.145777704E0	1.061272540E-1
8.800000000E-1	1.173298687E0	9.264762906E-2
8.900000000E-1	1.201385090E0	7.876815110E-2
9.000000000E-1	1.229860468E0	6.575283650E-2
9.100000000E-1	1.258177933E0	5.283585423E-2
9.200000000E-1	1.286548501E0	4.085475154E-2
9.300000000E-1	1.315418850E0	2.825745006E-2
9.400000000E-1	1.340372228E0	1.758795335E-2
