mass_A
t	x	y
1.000000000E-2	-4.632625524E-2	7.844844906E-1
2.000000000E-2	-4.587979706E-2	7.846434103E-1
3.000000000E-2	-4.532503562E-2	7.844349286E-1
4.000000000E-2	-4.475459759E-2	7.845025142E-1
5.000000000E-2	-4.430699962E-2	7.840737490E-1
6.000000000E-2	-4.150739698E-2	7.831480669E-1
7.000000000E-2	-4.018698589E-2	7.826115635E-1
8.000000000E-2	-3.777358683E-2	7.816058656E-1
9.000000000E-2	-3.527121143E-2	7.807006275E-1
1.000000000E-1	-3.281254080E-2	7.792974101E-1
1.100000000E-1	-3.010439863E-2	7.779859176E-1
1.200000000E-1	-2.720312117E-2	7.763359263E-1
1.300000000E-1	-2.365857778E-2	7.751314403E-1
1.400000000E-1	-1.964871927E-2	7.730978628E-1
1.500000000E-1	-1.596080917E-2	7.711708212E-1
1.600000000E-1	-1.124143665E-2	7.688110794E-1
1.700000000E-1	-6.314507480E-3	7.666324014E-1
1.800000000E-1	-1.385828158E-3	7.639831231E-1
1.900000000E-1	3.979343178E-3	7.612821411E-1
2.000000000E-1	9.487402794E-3	7.584706930E-1
2.100000000E-1	1.519676710E-2	7.553356171E-1
2.200000000E-1	2.171484636E-2	7.521187212E-1
2.300000000E-1	2.781592802E-2	7.491729748E-1
2.400000000E-1	3.449981364E-2	7.454202308E-1
2.500000000E-1	4.168679198E-2	7.417292570E-1
2.600000000E-1	4.873151866E-2	7.377112342E-1
2.700000000E-1	5.612359515E-2	7.335610616E-1
2.800000000E-1	6.389026774E-2	7.293619509E-1
2.900000000E-1	7.213531810E-2	7.245896011E-1
3.000000000E-1	8.092807366E-2	7.196673512E-1
3.100000000E-1	8.922967027E-2	7.151300187E-1
3.200000000E-1	9.827248173E-2	7.099807903E-1
3.300000000E-1	1.075457593E-1	7.047740981E-1
3.400000000E-1	1.171440415E-1	6.994766687E-1
3.500000000E-1	1.272923539E-1	6.934334758E-1
3.600000000E-1	1.374906893E-1	6.874473343E-1
3.700000000E-1	1.477167105E-1	6.824183713E-1
3.800000000E-1	1.604605941E-1	6.752600949E-1
3.900000000E-1	1.705468724E-1	6.683873656E-1
4.000000000E-1	1.818816936E-1	6.616651970E-1
4.100000000E-1	1.938902286E-1	6.546924738E-1
4.200000000E-1	2.062167104E-1	6.474917950E-1
4.300000000E-1	2.185421646E-1	6.402341164E-1
4.400000000E-1	2.316238644E-1	6.329333830E-1
4.500000000E-1	2.451840965E-1	6.252098710E-1
4.600000000E-1	2.587112187E-1	6.173920239E-1
4.700000000E-1	2.724789658E-1	6.092623195E-1
4.800000000E-1	2.864163428E-1	6.016337563E-1
4.900000000E-1	3.011604962E-1	5.931192278E-1
5.000000000E-1	3.154093863E-1	5.845338632E-1
5.100000000E-1	3.307945909E-1	5.755471460E-1
5.200000000E-1	3.457823965E-1	5.669726190E-1
5.300000000E-1	3.629251279E-1	5.575360595E-1
5.400000000E-1	3.770669549E-1	5.480756978E-1
5.500000000E-1	3.939766687E-1	5.381256238E-1
5.600000000E-1	4.101671383E-1	5.287703190E-1
5.700000000E-1	4.268742639E-1	5.191352337E-1
5.800000000E-1	4.446867323E-1	5.089925386E-1
5.900000000E-1	4.621535729E-1	4.994781270E-1
6.000000000E-1	4.802148658E-1	4.893266332E-1
6.100000000E-1	4.984971636E-1	4.785979856E-1
6.200000000E-1	5.171237987E-1	4.680068288E-1
6.300000000E-1	5.359731477E-1	4.580635375E-1
6.400000000E-1	5.549278771E-1	4.475648964E-1
6.500000000E-1	5.747898523E-1	4.347782940E-1
6.600000000E-1	5.938828483E-1	4.228068453E-1
6.700000000E-1	6.134473990E-1	4.109269381E-1
6.800000000E-1	6.338708821E-1	3.979700321E-1
6.900000000E-1	6.540454672E-1	3.861099452E-1
7.000000000E-1	6.747794614E-1	3.741038089E-1
7.100000000E-1	6.958923898E-1	3.609311748E-1
7.200000000E-1	7.172777490E-1	3.484148503E-1
7.300000000E-1	7.387281628E-1	3.365420948E-1
7.400000000E-1	7.618108001E-1	3.240156943E-1
7.500000000E-1	7.839393102E-1	3.106932481E-1
7.600000000E-1	8.066111801E-1	2.985345541E-1
7.700000000E-1	8.299163046E-1	2.844908879E-1
7.800000000E-1	8.523743920E-1	2.707172412E-1
7.900000000E-1	8.761954365E-1	2.569703932E-1
8.000000000E-1	9.001277727E-1	2.442215922E-1
8.100000000E-1	9.247149697E-1	2.311907639E-1
8.200000000E-1	9.484048320E-1	2.177827991E-1
8.300000000E-1	9.724333169E-1	2.029803609E-1
8.400000000E-1	9.982263670E-1	1.879824131E-1
8.500000000E-1	1.022965602E0	1.733928771E-1
8.600000000E-1	1.048520913E0	1.594033591E-1
8.700000000E-1	1.073694782E0	1.446826397E-1
8.800000000E-1	1.099300687E0	1.310539960E-1
8.900000000E-1	1.126010540E0	1.174032244E-1
9.000000000E-1	1.154719410E0	1.046997133E-1
9.100000000E-1	1.181407294E0	8.997257076E-2
9.200000000E-1	1.208628929E0	7.778007152E-2
9.300000000E-1	1.236728794E0	6.501496364E-2
9.400000000E-1	1.264868378E0	5.159679250E-2
9.500000000E-1	1.294372596E0	3.909446618E-2
9.600000000E-1	1.323975873E0	2.589457266E-2
