mass_A
t	x	y
1.000000000E-2	-5.186168832E-2	7.772148862E-1
2.000000000E-2	-5.135999758E-2	7.772646341E-1
3.000000000E-2	-5.080115123E-2	7.769639104E-1
4.000000000E-2	-5.025936825E-2	7.770267466E-1
5.000000000E-2	-4.800951576E-2	7.759743919E-1
6.000000000E-2	-4.536808707E-2	7.747703300E-1
7.000000000E-2	-4.264170846E-2	7.735366549E-1
8.000000000E-2	-3.981742854E-2	7.722667765E-1
9.000000000E-2	-3.674382350E-2	7.708977252E-1
1.000000000E-1	-3.344022053E-2	7.690470140E-1
1.100000000E-1	-2.940492942E-2	7.672595552E-1
1.200000000E-1	-2.575213339E-2	7.653673620E-1
1.300000000E-1	-2.131241699E-2	7.632466672E-1
1.400000000E-1	-1.659274964E-2	7.608070298E-1
1.500000000E-1	-1.207481618E-2	7.586688126E-1
1.600000000E-1	-6.909123156E-3	7.561924346E-1
1.700000000E-1	-1.476562942E-3	7.536047927E-1
1.800000000E-1	4.700057486E-3	7.505156427E-1
1.900000000E-1	1.068424398E-2	7.472983834E-1
2.000000000E-1	1.688767667E-2	7.444669773E-1
2.100000000E-1	2.364382107E-2	7.410435288E-1
2.200000000E-1	3.061801205E-2	7.371931105E-1
2.300000000E-1	3.774127726E-2	7.332989335E-1
2.400000000E-1	4.501099863E-2	7.291585057E-1
2.500000000E-1	5.253432999E-2	7.252806058E-1
2.600000000E-1	6.098475416E-2	7.203107285E-1
2.700000000E-1	6.914627441E-2	7.160526572E-1
2.800000000E-1	7.813858012E-2	7.110249022E-1
2.900000000E-1	8.718689125E-2	7.059182494E-1
3.000000000E-1	9.644129633E-2	7.007281169E-1
3.100000000E-1	1.059856543E-1	6.955354692E-1
3.200000000E-1	1.154881202E-1	6.900898467E-1
3.300000000E-1	1.259170012E-1	6.839756135E-1
3.400000000E-1	1.359795099E-1	6.783085192E-1
3.500000000E-1	1.479838744E-1	6.725647005E-1
3.600000000E-1	1.585382812E-1	6.652223518E-1
3.700000000E-1	1.695283283E-1	6.590248593E-1
3.800000000E-1	1.810658791E-1	6.521662480E-1
3.900000000E-1	1.935044770E-1	6.450243011E-1
4.000000000E-1	2.060375608E-1	6.374876945E-1
4.100000000E-1	2.184513447E-1	6.305825389E-1
4.200000000E-1	2.314670992E-1	6.230595738E-1
4.300000000E-1	2.447436960E-1	6.150522885E-1
4.400000000E-1	2.585596383E-1	6.070059474E-1
4.500000000E-1	2.723123142E-1	5.992980822E-1
4.600000000E-1	2.863204785E-1	5.911058579E-1
4.700000000E-1	3.010907680E-1	5.825722387E-1
4.800000000E-1	3.165260699E-1	5.735172693E-1
4.900000000E-1	3.311384566E-1	5.651629602E-1
5.000000000E-1	3.468609390E-1	5.569689103E-1
5.100000000E-1	3.626184503E-1	5.468756042E-1
5.200000000E-1	3.790839765E-1	5.372373737E-1
5.300000000E-1	3.955323136E-1	5.276214400E-1
5.400000000E-1	4.119881720E-1	5.183494590E-1
5.500000000E-1	4.296798611E-1	5.085439071E-1
5.600000000E-1	4.473267788E-1	4.985594502E-1
5.700000000E-1	4.649658803E-1	4.886599641E-1
5.800000000E-1	4.834330595E-1	4.785676306E-1
5.900000000E-1	5.019628769E-1	4.679074240E-1
6.000000000E-1	5.205605942E-1	4.570654602E-1
6.100000000E-1	5.394558077E-1	4.471743335E-1
6.200000000E-1	5.601577404E-1	4.366468501E-1
6.300000000E-1	5.785447962E-1	4.235923672E-1
6.400000000E-1	5.981073230E-1	4.112243336E-1
6.500000000E-1	6.181396348E-1	3.994027341E-1
6.600000000E-1	6.380143117E-1	3.869243398E-1
6.700000000E-1	6.586008822E-1	3.744358019E-1
6.800000000E-1	6.795891469E-1	3.622482188E-1
6.900000000E-1	7.009936955E-1	3.495392017E-1
7.000000000E-1	7.224104218E-1	3.376745542E-1
7.100000000E-1	7.447354673E-1	3.253631253E-1
7.200000000E-1	7.674562544E-1	3.120134815E-1
7.300000000E-1	7.895874241E-1	3.003356942E-1
7.400000000E-1	8.129638979E-1	2.867051160E-1
7.500000000E-1	8.354670650E-1	2.728585262E-1
7.600000000E-1	8.589469862E-1	2.598065657E-1
7.700000000E-1	8.827119511E-1	2.467269205E-1
7.800000000E-1	9.067071782E-1	2.332195331E-1
7.900000000E-1	9.311156649E-1	2.195609345E-1
8.000000000E-1	9.563425839E-1	2.066522466E-1
8.100000000E-1	9.801122032E-1	1.923676293E-1
8.200000000E-1	1.005641512E0	1.773897024E-1
8.300000000E-1	1.030232871E0	1.627721300E-1
8.400000000E-1	1.056270572E0	1.484332149E-1
8.500000000E-1	1.082085044E0	1.344023283E-1
8.600000000E-1	1.108059801E0	1.210740600E-1
8.700000000E-1	1.134786865E0	1.082760136E-1
8.800000000E-1	1.161509713E0	9.505960381E-2
8.900000000E-1	1.188660708E0	8.226997544E-2
9.000000000E-1	1.215747638E0	7.029883553E-2
9.100000000E-1	1.244810314E0	5.666171704E-2
9.200000000E-1	1.272447249E0	4.459628051E-2
9.300000000E-1	1.301494502E0	3.201847149E-2
9.400000000E-1	1.328693629E0	2.002228222E-2
